id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26569,VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.13589859,77.54650116,10682,AS,IN,IN-JK,Leh,1,VILH,IXL,,http://airportsindia.org.in/allAirports/leh_generalinfo.jsp,http://en.wikipedia.org/wiki/Leh_Kushok_Bakula_Rimpochee_Airport,Leh Air Force Station,800,2010-09-09T20:22:45+00:00
26623,VORY,medium_airport,Rajahmundry Airport,17.11039925,81.81819916,151,AS,IN,IN-AP,Rajahmundry,1,VORY,RJA,,http://aai.aero/allAirports/rajahmundry_generalinfo.jsp,http://en.wikipedia.org/wiki/Rajahmundry_Airport,,800,2010-09-09T20:24:35+00:00
26627,VOTP,small_airport,Tirupati Airport,13.63249969,79.54329681,350,AS,IN,IN-AP,Tirupati,1,VOTP,TIR,,http://aai.aero/allAirports/tirupati_generalinfo.jsp,http://en.wikipedia.org/wiki/Tirupati_Airport,,450,2010-09-09T20:26:05+00:00
26512,VEMN,medium_airport,Dibrugarh Airport,27.48390007,95.01689911,362,AS,IN,IN-AS,Dibrugarh,1,VEMN,DIB,,,http://en.wikipedia.org/wiki/Dibrugarh_Airport,Mohanbari Air Force Station,325,2010-03-15T10:13:14+00:00
26450,VAKJ,medium_airport,Khajuraho Airport,24.81719971,79.91860199,728,AS,IN,IN-MP,Khajuraho,1,VAKJ,HJR,,http://www.aai.aero/allAirports/khajuraho_generalinfo.jsp,http://en.wikipedia.org/wiki/Khajuraho_Airport,,325,2010-09-09T20:21:21+00:00
26546,VIBR,medium_airport,Kullu Manali Airport,31.87669945,77.15440369,3573,AS,IN,IN-HP,,0,VIBR,KUU,,,,,250,2008-06-13T14:30:04+00:00
26539,VIAM,medium_airport,Ambala Air Force Station,30.36809921,76.8167038,909,AS,IN,IN-HR,,0,VIAM,,VI18,,http://en.wikipedia.org/wiki/Halwara_Air_Force_Base,,250,2008-06-13T14:30:04+00:00
26538,VIAL,medium_airport,Allahabad Airport,25.44009972,81.73390198,322,AS,IN,IN-UP,Allahabad,0,VIAL,IXD,,http://aai.aero/allAirports/allahabad.jsp,http://en.wikipedia.org/wiki/Allahabad_Airport,"Allahabad Bamrauli Airport, Bamrauli Air Force Station",250,2008-06-13T14:30:04+00:00
3340,VO52,small_airport,Harihar Airport,14.53509998,75.78739929,1750,AS,IN,IN-KA,,0,VO52,,VO52,,,,50,2009-10-01T03:28:38+00:00
26499,VEDX,small_airport,Kalaikunda Air Force Station,22.33950043,87.21450043,200,AS,IN,IN-WB,,0,VEDX,,,,,VE60,50,2008-06-13T14:30:04+00:00
3301,VAOZ,medium_airport,Nashik Airport,20.119101,73.912903,1900,AS,IN,IN-MM,Nasik,1,VAOZ,ISK,,,https://en.wikipedia.org/wiki/Nashik_Airport,VA35,50,2018-04-30T11:20:14+00:00
46518,IN-0024,small_airport,Baramati Airport,18.226944,74.590833,1978,AS,IN,IN-MM,Pune,0,,,BMT,,,,0,2017-11-30T21:04:56+00:00
26628,VOTR,medium_airport,Tiruchirapally Civil Airport Airport,10.76539993,78.70970154,288,AS,IN,IN-TN,Tiruchirappally,1,VOTR,TRZ,,,http://en.wikipedia.org/wiki/Tiruchirapalli_Airport,Tiruchirappalli,1000,2008-06-13T14:30:04+00:00
26565,VIJU,medium_airport,Jammu Airport,32.68909836,74.83740234,1029,AS,IN,IN-JK,Jammu,1,VIJU,IXJ,,,http://en.wikipedia.org/wiki/Jammu_Airport,Satwari Airport,975,2012-03-16T04:36:59+00:00
26437,VABM,medium_airport,Belgaum Airport,15.85929966,74.61830139,2487,AS,IN,IN-KA,Belgaum,1,VOBM,IXG,,,http://en.wikipedia.org/wiki/Belgaum_Airport,VABM,825,2013-04-27T10:09:06+00:00
26440,VABV,medium_airport,Bhavnagar Airport,21.75219917,72.18520355,44,AS,IN,IN-GJ,Bhavnagar,1,VABV,BHU,,http://aai.aero/allAirports/bhavnagar.jsp,http://en.wikipedia.org/wiki/Bhavnagar_Airport,,825,2010-09-07T17:34:47+00:00
26521,VETZ,medium_airport,Tezpur Airport,26.70910072,92.78469849,240,AS,IN,IN-AS,,1,VETZ,TEZ,,,http://en.wikipedia.org/wiki/Tezpur_Airport,"Salonibari Airport, Tezpur Air Force Station",800,2008-06-13T14:30:04+00:00
26502,VEGY,medium_airport,Gaya Airport,24.74430084,84.95120239,380,AS,IN,IN-BR,,1,VEGY,GAY,,,http://en.wikipedia.org/wiki/Gaya_Airport,,800,2008-06-13T14:30:04+00:00
26447,VAJB,medium_airport,Jabalpur Airport,23.17779922,80.05200195,1624,AS,IN,IN-MP,,1,VAJB,JLR,,,http://en.wikipedia.org/wiki/Jabalpur_Airport,,800,2008-06-13T14:30:04+00:00
26554,VIDN,medium_airport,Dehradun Airport,30.189699,78.180298,1831,AS,IN,IN-UL,Dehradun,1,VIDN,DED,,http://aai.aero/allAirports/dehradun_generalinfo.jsp,http://en.wikipedia.org/wiki/Jolly_Grant_Airport,Jolly Grant Airport,800,2018-04-30T10:28:53+00:00
26454,VANR,closed,Gandhinagar Airport,19.96369934,73.80760193,1959,AS,IN,IN-MM,Nashik,1,VANR,,,,http://en.wikipedia.org/wiki/Gandhinagar_Airport,"ISK, Nasik Road Airport",800,2015-10-13T01:25:15+00:00
26456,VAPR,medium_airport,Porbandar Airport,21.64870071,69.65720367,23,AS,IN,IN-GJ,Porbandar,1,VAPR,PBD,,http://www.airportsindia.org.in/allAirports/porbander.jsp,http://en.wikipedia.org/wiki/Porbandar_Airport,,800,2010-09-08T18:07:33+00:00
26509,VEKU,medium_airport,Silchar Airport,24.91290092,92.97869873,352,AS,IN,IN-AS,Silchar,1,VEKU,IXS,,http://aai.aero/allAirports/silchar_general.jsp,http://en.wikipedia.org/wiki/Silchar_Airport,Kumbhigram Air Force Station,800,2010-09-11T09:35:03+00:00
3296,VA1P,small_airport,Diu Airport,20.71310043,70.9210968,31,AS,IN,IN-GJ,Diu,1,VA1P,DIU,VA1P,http://aai.aero/allAirports/diu_airpo_gi.jsp,http://en.wikipedia.org/wiki/Diu_Airport,,450,2008-06-13T14:30:04+00:00
26445,VAHB,medium_airport,Hubli Airport,15.36170006,75.0848999,2171,AS,IN,IN-KA,Hubli,1,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,http://en.wikipedia.org/wiki/Hubli_Airport,VAHB,450,2013-04-27T10:17:55+00:00
26452,VAKS,medium_airport,Keshod Airport,21.31710052,70.270401,167,AS,IN,IN-GJ,,0,VAKS,IXK,,,,,250,2008-06-13T14:30:04+00:00
26557,VIGG,medium_airport,Kangra Airport,32.1651001,76.26339722,2525,AS,IN,IN-HP,,0,VIGG,DHM,,,,,250,2008-06-13T14:30:04+00:00
26576,VISM,small_airport,Shimla Airport,31.0818,77.068001,5072,AS,IN,IN-HP,,0,VISM,SLV,,,https://en.wikipedia.org/wiki/Shimla_Airport,,250,2016-05-31T09:39:17+00:00
26605,VOBR,medium_airport,Bidar Air Force Station,17.90810013,77.48709869,2178,AS,IN,IN-KA,,0,VOBR,,,,,,250,2008-06-13T14:30:04+00:00
26602,VOAT,medium_airport,Agatti Airport,10.82369995,72.1760025,14,AS,IN,IN-LD,,0,VOAT,AGX,,,http://en.wikipedia.org/wiki/Agatti_Aerodrome,,250,2008-06-13T14:30:04+00:00
26520,VERK,medium_airport,Rourkela Airport,22.256701,84.814598,659,AS,IN,IN-OR,,0,VERK,RRK,,,https://en.wikipedia.org/wiki/Rourkela_Airport,,250,2018-04-30T11:09:09+00:00
26547,VIBT,medium_airport,Bhatinda Air Force Station,30.27009964,74.75579834,662,AS,IN,IN-PB,,0,VIBT,BUP,,,,,250,2008-06-13T14:30:04+00:00
26537,VIAG,medium_airport,Agra Airport,27.15579987,77.96089935,551,AS,IN,IN-UP,,0,VIAG,AGR,,,http://en.wikipedia.org/wiki/Agra_Airport,"Kheria Airport, Agra Air Force Station",250,2008-06-13T14:30:04+00:00
26604,VOBI,medium_airport,Bellary Airport,15.16279984,76.88279724,30,AS,IN,IN-KA,Bellary,0,VOBI,BEP,,,http://en.wikipedia.org/wiki/Bellary_Airport,"Jindal Vijayanagar, Vijaynagar",250,2008-06-13T14:30:04+00:00
26613,VODG,medium_airport,Dundigul Air Force Academy,17.62719917,78.40339661,2013,AS,IN,IN-TG,Hyderabad,0,VODG,,,,http://en.wikipedia.org/wiki/Dundigul_Air_Force_Academy,,250,2016-01-12T23:29:15+00:00
26506,VEJS,medium_airport,Sonari Airport,22.8132,86.1688,475,AS,IN,IN-JH,Jamshedpur,0,VEJS,IXW,,,https://en.wikipedia.org/wiki/Sonari_Airport,,250,2018-04-30T11:57:37+00:00
26567,VIKO,medium_airport,Kota Airport,25.16020012,75.84559631,896,AS,IN,IN-RJ,Kota,0,VIKO,KTU,,,http://en.wikipedia.org/wiki/Kota_Airport,,250,2015-02-11T00:03:59+00:00
26571,VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,AS,IN,IN-PB,Pathankot,1,VIPK,IXP,,,https://en.wikipedia.org/wiki/Pathankot_Airport,,250,2018-04-30T11:07:48+00:00
26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,AS,IN,IN-TN,Pondicherry,0,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,,250,2018-04-30T10:09:06+00:00
26608,VOCC,small_airport,Willingdon Island Air Base,9.947389603,76.27310181,8,AS,IN,IN-KL,Kochi,0,VOCC,,,,http://en.wikipedia.org/wiki/Willingdon_Island,"RAF Willingdon Island, Gochin, COK",125,2008-06-13T14:30:04+00:00
26619,VONS,small_airport,Nagarjuna Sagar Airport,16.54269981,79.3187027,658,AS,IN,IN-AP,,0,VONS,,,,,,50,2008-06-13T14:30:04+00:00
26493,VEBK,small_airport,Bokaro Airport,23.64349937,86.14890289,715,AS,IN,IN-BR,,0,VEBK,,,,,,50,2008-06-13T14:30:04+00:00
3286,VA1E,small_airport,Bhilai Airport,21.2942009,81.37950134,1014,AS,IN,IN-CT,,0,VA1E,,VA1E,,,,50,2009-01-30T17:05:03+00:00
3291,VA1K,small_airport,Raedhanpur Airport,23.22229958,68.89129639,135,AS,IN,IN-GJ,,0,VA1K,,VA1K,,,Naliya Air Force Station,50,2008-06-13T14:30:04+00:00
26548,VIBW,small_airport,Bhiwani Airport,28.83699989,76.17910004,720,AS,IN,IN-HR,,0,VIBW,,,,,,50,2008-06-13T14:30:04+00:00
3310,VE36,small_airport,Nuagaon Airport,20.51169968,83.44809723,656,AS,IN,IN-OR,,0,VE36,,VE36,,,,50,2008-06-13T14:30:04+00:00
26572,VIPL,small_airport,Patiala Airport,30.31480026,76.36450195,820,AS,IN,IN-PB,,0,VIPL,,,,,,50,2008-06-13T14:30:04+00:00
26580,VIUT,small_airport,Uttarlai Airport,25.81299973,71.4822998,500,AS,IN,IN-RJ,,0,VIUT,,,,,Uttarlai Air Force Station,50,2008-06-13T14:30:04+00:00
26614,VOHK,small_airport,Hakimpet Airport,17.55349922,78.52490234,2020,AS,IN,IN-TG,,0,VOHK,,,,,"Hakimpeth Air Force Station, Hakimpet Air Force Station, VO28",50,2016-01-12T23:30:43+00:00
26574,VIRB,small_airport,Fursatganj Airport,26.24850082,81.38050079,360,AS,IN,IN-UP,,0,VIRB,,,,,,50,2008-06-13T14:30:04+00:00
26551,VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,AS,IN,IN-UP,Kanpur,0,VICX,KNU,,,https://en.wikipedia.org/wiki/Kanpur_Airport,Chakeri Air Force Station,50,2018-04-30T10:45:49+00:00
3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000,AS,IN,IN-MP,Rewa,1,VA1G,REW,VA1G,,,,50,2017-04-08T07:16:33+00:00
26625,VOSX,small_airport,Coimbatore Air Force Station,11.01360035,77.15969849,1250,AS,IN,IN-TN,Sulur,0,VOSX,,,,,,50,2008-06-13T14:30:04+00:00
26631,VOYK,small_airport,Yelahanka Air Force Station,13.13549995,77.60600281,3045,AS,IN,IN-KA,Yelahanka,0,VOYK,,,,http://en.wikipedia.org/wiki/Yelahanka_Air_Force_Station,,50,2009-03-25T09:32:06+00:00
312234,IN-0090,small_airport,Deoghar Airstrip,24.44666667,86.70694444,361,AS,IN,IN-JH,,0,,,,,,,0,2014-06-19T08:10:29+00:00
299921,IN-0068,closed,kanha,22.0926386,80.59553146,,AS,IN,IN-MP,,0,,,,,,,0,2011-11-15T09:54:20+00:00
301051,IN-0074,small_airport,Barbil Aerodrome (JSPL),22.04861389,85.37419444,,AS,IN,IN-OR,,0,,,,,,,0,2012-03-25T05:08:06+00:00
309893,VEKJ,small_airport,KEONJHAR AIRPORT,21.69666667,85.58166667,,AS,IN,IN-OR,,1,VEKJ,,,,,,0,2014-03-19T22:31:25+00:00
44908,IN-0013,small_airport,Nadirgul Airport,17.30606651,78.56048584,1811,AS,IN,IN-TG,,0,,,,http://www.aai.aero/allAirports/nadirgul.jsp,http://en.wikipedia.org/wiki/Nadirgul_Airport,"NDGL, Nadirgul,",0,2016-01-12T23:33:27+00:00
309591,IN-0087,heliport,GAUCHER,30.28444444,79.16166667,,AS,IN,IN-UL,,0,,,,,,,0,2013-09-16T09:29:25+00:00
46481,IN-0023,small_airport,Amreli Airstrip,21.61985086,71.22333527,,AS,IN,IN-GJ,Amreli,0,,,,,,,0,2010-09-15T10:20:27+00:00
301145,IN-0077,closed,Bhagalpur Airport,25.249359,87.009779,,AS,IN,IN-BR,Bhagalpur,0,,,,,,,0,2014-03-19T22:38:35+00:00
44629,IN-VOHP,small_airport,"Kopal,Hospet Airport",15.358334,76.51667,1698,AS,IN,IN-KA,Hospete,0,,,VOHP,,,"koppal,hospete,airport",0,2009-10-20T12:07:01+00:00
44630,VOKP,small_airport,Koppal Aerodrome,15.35910034,76.21929932,1700,AS,IN,IN-KA,Koppal,0,VOKP,,,,,,0,2009-08-05T21:58:06+00:00
46581,IN-0053,small_airport,Shibpur Airstrip,13.2363163,93.04973066,,AS,IN,IN-AN,Madhupur,0,,,,,,,0,2010-12-29T19:26:41+00:00
26451,VAKP,medium_airport,Kolhapur Airport,16.66469955,74.28939819,1996,AS,IN,IN-MM,,1,VAKP,KLH,,,http://en.wikipedia.org/wiki/Kolhapur_Airport,,800,2010-02-21T12:47:19+00:00
26579,VIST,small_airport,Satna Airport,24.5623,80.854897,1060,AS,IN,IN-MP,,1,VIST,TNI,,,https://en.wikipedia.org/wiki/Satna_Airport,,800,2018-09-15T16:16:31+00:00
26490,VEAZ,heliport,Tuirial Airfield,23.7432,92.8024,1093,AS,IN,IN-MZ,Aizawl,0,VEAZ,,,,,,800,2014-07-04T15:42:03+00:00
26513,VEMR,medium_airport,Dimapur Airport,25.88389969,93.77110291,487,AS,IN,IN-NL,Dimapur,1,VEMR,DMU,,,http://en.wikipedia.org/wiki/Dimapur_Airport,,800,2010-09-11T09:34:10+00:00
26558,VIGR,medium_airport,Gwalior Airport,26.29330063,78.22779846,617,AS,IN,IN-MP,Gwalior,1,VIGR,GWL,,,http://en.wikipedia.org/wiki/Gwalior_Airport,Maharajpur Air Force Station,800,2008-06-13T14:30:04+00:00
26566,VIKA,small_airport,Kanpur Civil Airport,26.441401,80.364899,411,AS,IN,IN-UP,Kanpur,0,VIKA,,,,https://en.wikipedia.org/wiki/Kanpur_Civil_Airport,,800,2018-04-30T10:43:37+00:00
26511,VELR,medium_airport,North Lakhimpur Airport,27.2954998,94.09760284,330,AS,IN,IN-AS,Lilabari,1,VELR,IXI,,,http://en.wikipedia.org/wiki/Lilabari_Airport,,800,2008-06-13T14:30:04+00:00
26492,VEBI,medium_airport,Shillong Airport,25.70359993,91.97869873,2910,AS,IN,IN-ML,Shillong,1,VEBI,SHL,,,http://en.wikipedia.org/wiki/Shillong_Airport,"Barapani Airport, Barapani Air Force Station, Umroi Airport",800,2008-06-13T14:30:04+00:00
26612,VOCX,medium_airport,Car Nicobar Air Force Station,9.152509689,92.81960297,5,AS,IN,IN-AN,,0,VOCX,CBD,,,http://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base,Carnicobar,250,2008-06-13T14:30:04+00:00
26488,VEAN,medium_airport,Along Airport,28.1753006,94.80200195,900,AS,IN,IN-AR,,0,VEAN,IXV,,,http://en.wikipedia.org/wiki/Along_Airport,,250,2008-06-13T14:30:04+00:00
26498,VEDB,medium_airport,Dhanbad Airport,23.83399963,86.4253006,847,AS,IN,IN-BR,,0,VEDB,DBD,,,,,250,2008-06-13T14:30:04+00:00
26514,VEMZ,medium_airport,Muzaffarpur Airport,26.11910057,85.31369781,174,AS,IN,IN-BR,,0,VEMZ,MZU,,,,,250,2008-06-13T14:30:04+00:00
26441,VADN,medium_airport,Daman Airport,20.43440056,72.84320068,33,AS,IN,IN-DD,,0,VADN,NMB,,,http://en.wikipedia.org/wiki/Daman_Airport,,250,2008-06-13T14:30:04+00:00
26552,VIDD,medium_airport,Safdarjung Airport,28.58449936,77.20580292,705,AS,IN,IN-DL,,0,VIDD,,,,http://en.wikipedia.org/wiki/Safdarjung_Airport,,250,2008-06-13T14:30:04+00:00
26559,VIHR,medium_airport,Hissar Airport,29.17939949,75.75530243,700,AS,IN,IN-HR,,0,VIHR,HSS,,,,,250,2008-06-13T14:30:04+00:00
26575,VISA,medium_airport,Sirsa Air Force Station,29.56060028,75.00610352,650,AS,IN,IN-HR,,0,VISA,,,,,,250,2008-06-13T14:30:04+00:00
26581,VIUX,medium_airport,Udhampur Air Force Station,32.90219879,75.15619659,2066,AS,IN,IN-JK,,0,VIUX,,,,,,250,2008-06-13T14:30:04+00:00
26457,VARG,medium_airport,Ratnagiri Airport,17.013599,73.327797,305,AS,IN,IN-MM,,0,VARG,RTC,,,https://en.wikipedia.org/wiki/Ratnagiri_Airport,,250,2018-04-30T11:42:45+00:00
26443,VAGN,small_airport,Guna Airport,24.654699,77.347298,1600,AS,IN,IN-MP,,0,VAGN,GUX,,,,,250,2017-04-08T07:19:54+00:00
26568,VILD,medium_airport,Ludhiana Airport,30.85470009,75.95259857,834,AS,IN,IN-PB,,0,VILD,LUH,,,http://en.wikipedia.org/wiki/Sahnewal_Airport,,250,2008-06-13T14:30:04+00:00
26564,VIJR,medium_airport,Jaisalmer Airport,26.88870049,70.86499786,751,AS,IN,IN-RJ,,0,VIJR,JSA,,,http://en.wikipedia.org/wiki/Jaisalmer_Airport,Jaisalmer Air Force Station,250,2008-06-13T14:30:04+00:00
26508,VEKR,medium_airport,Kailashahar Airport,24.30820084,92.00720215,79,AS,IN,IN-TR,,0,VEKR,IXH,,,http://en.wikipedia.org/wiki/Kailashahar_Airport,,250,2008-06-13T14:30:04+00:00
26516,VEPH,medium_airport,Panagarh Air Force Station,23.47430038,87.42749786,240,AS,IN,IN-WB,,0,VEPH,,,,http://en.wikipedia.org/wiki/Panagarh_Airport,,250,2010-12-26T00:02:14+00:00
26432,VAAK,medium_airport,Akola Airport,20.698999,77.058601,999,AS,IN,IN-MM,Akola,0,VAAK,AKD,,,https://en.wikipedia.org/wiki/Akola_Airport,,250,2018-04-30T11:37:04+00:00
26549,VIBY,medium_airport,Bareilly Air Force Station,28.42210007,79.45079803,580,AS,IN,IN-UP,Bareilly,0,VIBY,BEK,,,http://en.wikipedia.org/wiki/Trishul_Air-base,Trishul Air Base,250,2014-06-15T13:46:37+00:00
26543,VIBK,medium_airport,Nal Airport,28.07060051,73.2071991,750,AS,IN,IN-RJ,Bikaner,0,VIBK,BKB,,,,Nal Air Force Station,250,2008-06-13T14:30:04+00:00
26435,VABI,medium_airport,Bilaspur Airport,21.9884,82.111,899,AS,IN,IN-CT,Bilaspur,0,VEBU,PAB,,,https://en.wikipedia.org/wiki/Bilaspur_Airport,VABI,250,2018-04-30T10:19:24+00:00
26500,VEGK,medium_airport,Gorakhpur Airport,26.73970032,83.4496994,259,AS,IN,IN-UP,Gorakhpur,1,VEGK,GOP,,http://www.aai.aero/allAirports/gorakhpur.jsp,http://en.wikipedia.org/wiki/Gorakhpur_Airport,Gorakhpur Air Force Station,250,2010-09-09T20:14:22+00:00
3312,VE44,medium_airport,Hashimara Air Force Station,26.69829941,89.36910248,340,AS,IN,IN-WB,Jalpaiguri,0,VE44,,VE44,,,,250,2008-06-13T14:30:04+00:00
26611,VOCP,medium_airport,Kadapa Airport,14.51,78.772778,430,AS,IN,IN-AP,Kadapa,1,VOCP,CDP,,,https://en.wikipedia.org/wiki/Kadapa_Airport,,250,2018-04-30T09:59:22+00:00
26449,VAKE,medium_airport,Kandla Airport,23.1127,70.100304,96,AS,IN,IN-GJ,Kandla,1,VAKE,IXY,,http://aai.aero/allAirports/kandla_generalinfo.jsp,http://en.wikipedia.org/wiki/Kandla_Airport,,250,2019-01-04T02:24:38+00:00
26573,VIPT,medium_airport,Pantnagar Airport,29.03339958,79.47370148,769,AS,IN,IN-UP,Pantnagar,0,VIPT,PGH,,,,Panthnagar,250,2008-08-23T11:02:45+00:00
